0 0.002000 0.000001
1 0.001000 0.000000
2 0.000000 0.000001
3 0.001000 0.000000
4 0.000000 0.000001
5 0.000000 0.000000
6 0.001000 0.000000
7 0.000000 0.000001
8 0.001000 0.000000
9 0.000000 0.000001
10 0.000000 0.000001
11 0.001000 0.000001
12 0.000000 0.000001
13 0.001000 0.000003
14 0.000000 0.000004
15 0.001000 0.000005
16 0.000000 0.000008
17 0.001000 0.000013
18 0.001000 0.000021
19 0.000000 0.000034
20 0.000000 0.000054
21 0.000000 0.000069
22 0.001000 0.000112
23 0.001000 0.000187
24 0.001000 0.000316
25 0.001000 0.000475
26 0.000000 0.000776
27 0.000000 0.001285
28 0.001000 0.002043
29 0.000000 0.003426
30 0.001000 0.006140
31 0.001000 0.008865
32 0.001000 0.016282
33 0.001000 0.024177
34 0.002000 0.038411
35 0.001000 0.062009
36 0.001000 0.106677
37 0.001000 0.169222
38 0.001000 0.274627
39 0.001000 0.457258
40 0.005000 0.746422
41 0.000000 1.189983
42 0.001000 1.968067
43 0.001000 3.417018
44 0.002000 7.031648
